0.065913728	0.011484687	-0.007694798	-0.008904101	-0.028191355	0.004716244	-0.010908204	0.02400915	-0.00408965	-0.01005208	-0.004941977	-0.018723446	0.016216454	0.002143612	0.004534908	0.006087107	-0.011301347	0.003323085	-0.01165677	-0.003306763	0.00159426	-0.007382034	-0.009475249	-0.003395461
0.011484687	0.055602623	-0.007259344	-0.002464276	-0.024132502	-0.014146472	-0.028041234	-0.026111832	0.001502062	-0.025533014	-0.005823589	-0.022529195	0.002600649	0.031548938	0.005132907	0.01402346	0.025242953	0.005161711	0.030855142	-0.00812038	-0.014653595	-0.009683519	0.003091865	0.002251954
-0.007694798	-0.007259344	0.019554484	-0.002716945	0.016205131	0.000623393	-0.00680372	0.006892455	-0.002124278	0.011057404	0.012076499	0.0036183	-0.016379977	-0.010026656	-0.014747345	-0.002425564	-0.008690967	-0.002176739	-0.009640324	0.003485769	0.01408874	0.003914339	0.004156556	-0.004986414
-0.008904101	-0.002464276	-0.002716945	0.01104712	0.007899806	0.001844344	-0.004677549	-0.010073447	0.00030039	0.001008876	-0.002818855	0.004504773	0.002588809	-0.00520381	0.002802547	-0.004252362	0.00237739	-0.000533241	0.001324142	0.00036052	-0.000714969	0.001273627	0.002539334	0.002487878
-0.028191355	-0.024132502	0.016205131	0.007899806	0.038989861	0.002001207	0.004146159	0.000351134	-0.000098103	0.019585794	0.016761381	0.017386652	-0.027878271	-0.024911924	-0.021288446	-0.010130936	-0.008847904	-0.003641853	-0.012304828	0.00737236	0.013522707	0.00921103	0.008983669	-0.000990767
0.004716244	-0.014146472	0.000623393	0.001844344	0.002001207	0.01318718	-0.002768818	0.004754397	-0.000561698	0.005077571	-0.001762533	0.005061748	0.013008253	-0.008420009	0.010600848	-0.006004362	-0.013507773	-0.000469374	-0.016142507	-0.001020778	0.007417154	0.000196115	-0.003623771	-0.000060361
-0.010908204	-0.028041234	-0.00680372	-0.004677549	0.004146159	-0.002768818	0.066013364	0.013075254	0.002587636	0.015007575	0.00590124	0.019904617	-0.0242994	-0.016136104	-0.025140844	-0.012500592	-0.007623845	-0.002459169	-0.007488789	0.004363182	0.000591209	0.009814029	0.003025196	0.004418811
0.02400915	-0.026111832	0.006892455	-0.010073447	0.000351134	0.004754397	0.013075254	0.040746819	-0.008433467	0.014203855	0.000066131	0.001952453	-0.000815339	-0.019428246	-0.003406861	-0.003258062	-0.017841884	-0.003365099	-0.020749874	0.004037323	0.011999251	0.003417979	-0.00514595	-0.00687614
-0.00408965	0.001502062	-0.002124278	0.00030039	-0.000098103	-0.000561698	0.002587636	-0.008433467	0.010551331	-0.005158178	0.00535988	0.001507253	0.000373105	0.005185794	0.000329676	0.001097597	-0.005327829	0.000887579	-0.005058013	0.001534695	-0.000658401	0.000201991	-0.001845355	0.001935983
-0.01005208	-0.025533014	0.011057404	0.001008876	0.019585794	0.005077571	0.015007575	0.014203855	-0.005158178	0.023093848	0.008168891	0.013349605	-0.012145805	-0.021673001	-0.012350047	-0.010667657	-0.012404952	-0.005131687	-0.01580911	0.004848751	0.011153189	0.0070341	0.002947319	-0.005611246
-0.004941977	-0.005823589	0.012076499	-0.002818855	0.016761381	-0.001762533	0.00590124	0.000066131	0.00535988	0.008168891	0.022198508	0.005311427	-0.021547524	-0.00591665	-0.022265057	-0.002601262	-0.014129	-0.000561254	-0.015254905	0.004005042	0.010037669	0.004793433	0.005803285	-0.00286078
-0.018723446	-0.022529195	0.0036183	0.004504773	0.017386652	0.005061748	0.019904617	0.001952453	0.001507253	0.013349605	0.005311427	0.017250081	-0.010622046	-0.016254477	-0.007923572	-0.010956392	-0.009852819	-0.002876264	-0.012278392	0.002703546	0.007798968	0.006598436	0.003873057	0.001195686
0.016216454	0.002600649	-0.016379977	0.002588809	-0.027878271	0.013008253	-0.0242994	-0.000815339	0.000373105	-0.012145805	-0.021547524	-0.010622046	0.064810332	0.018856159	0.05001207	0.005556193	-0.010037179	0.000128359	-0.011983578	-0.005532698	-0.005562435	-0.009401475	-0.013723596	-0.00422106
0.002143612	0.031548938	-0.010026656	-0.00520381	-0.024911924	-0.008420009	-0.016136104	-0.019428246	0.005185794	-0.021673001	-0.00591665	-0.016254477	0.018856159	0.03678537	0.013869793	0.014268059	0.016221423	0.003636034	0.020324189	-0.006651819	-0.017430455	-0.009627166	-0.00217918	0.001020128
0.004534908	0.005132907	-0.014747345	0.002802547	-0.021288446	0.010600848	-0.025140844	-0.003406861	0.000329676	-0.012350047	-0.022265057	-0.007923572	0.05001207	0.013869793	0.052744768	0.005245778	-0.002209768	-0.000135992	-0.003551597	-0.005549889	-0.008059329	-0.007138314	-0.010359036	-0.001147198
0.006087107	0.01402346	-0.002425564	-0.004252362	-0.010130936	-0.006004362	-0.012500592	-0.003258062	0.001097597	-0.010667657	-0.002601262	-0.010956392	0.005556193	0.014268059	0.005245778	0.01151353	0.009247257	0.001955567	0.011348098	-0.00035706	-0.007922877	-0.004812809	-0.003000799	-0.001451912
-0.011301347	0.025242953	-0.008690967	0.00237739	-0.008847904	-0.013507773	-0.007623845	-0.017841884	-0.005327829	-0.012404952	-0.014129	-0.009852819	-0.010037179	0.016221423	-0.002209768	0.009247257	0.04318285	0.003431942	0.048255149	-0.003862949	-0.023090947	-0.005153404	-0.000179213	0.006102815
0.003323085	0.005161711	-0.002176739	-0.000533241	-0.003641853	-0.000469374	-0.002459169	-0.003365099	0.000887579	-0.005131687	-0.000561254	-0.002876264	0.000128359	0.003636034	-0.000135992	0.001955567	0.003431942	0.002714772	0.004435567	-0.001762187	-0.002116547	-0.001532541	-0.001114978	0.00220231
-0.01165677	0.030855142	-0.009640324	0.001324142	-0.012304828	-0.016142507	-0.007488789	-0.020749874	-0.005058013	-0.01580911	-0.015254905	-0.012278392	-0.011983578	0.020324189	-0.003551597	0.011348098	0.048255149	0.004435567	0.054632609	-0.004509148	-0.025865341	-0.006019512	-0.000083612	0.007221404
-0.003306763	-0.00812038	0.003485769	0.00036052	0.00737236	-0.001020778	0.004363182	0.004037323	0.001534695	0.004848751	0.004005042	0.002703546	-0.005532698	-0.006651819	-0.005549889	-0.00035706	-0.003862949	-0.001762187	-0.004509148	0.005401971	0.002851281	0.002836794	-0.000850882	-0.00227668
0.00159426	-0.014653595	0.01408874	-0.000714969	0.013522707	0.007417154	0.000591209	0.011999251	-0.000658401	0.011153189	0.010037669	0.007798968	-0.005562435	-0.017430455	-0.008059329	-0.007922877	-0.023090947	-0.002116547	-0.025865341	0.002851281	0.021265897	0.005285501	0.002135972	-0.0036669
-0.007382034	-0.009683519	0.003914339	0.001273627	0.00921103	0.000196115	0.009814029	0.003417979	0.000201991	0.0070341	0.004793433	0.006598436	-0.009401475	-0.009627166	-0.007138314	-0.004812809	-0.005153404	-0.001532541	-0.006019512	0.002836794	0.005285501	0.004632003	0.001874417	-0.000333018
-0.009475249	0.003091865	0.004156556	0.002539334	0.008983669	-0.003623771	0.003025196	-0.00514595	-0.001845355	0.002947319	0.005803285	0.003873057	-0.013723596	-0.00217918	-0.010359036	-0.003000799	-0.000179213	-0.001114978	-0.000083612	-0.000850882	0.002135972	0.001874417	0.011561384	0.001589567
-0.003395461	0.002251954	-0.004986414	0.002487878	-0.000990767	-0.000060361	0.004418811	-0.00687614	0.001935983	-0.005611246	-0.00286078	0.001195686	-0.00422106	0.001020128	-0.001147198	-0.001451912	0.006102815	0.00220231	0.007221404	-0.00227668	-0.0036669	-0.000333018	0.001589567	0.007451402
